,Series Name,Series Code,Country Name,Country Code,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
1273,A woman can not work in a job deemed dangerous in the same way as a man,SG.DNG.WORK.DN.EQ,West Bank and Gaza,PSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1274,A woman can not work in a job deemed dangerous in the same way as a man,SG.DNG.WORK.DN.EQ,"Yemen, Rep.",YEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1275,A woman can not work in a job deemed dangerous in the same way as a man,SG.DNG.WORK.DN.EQ,Zambia,ZMB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1276,A woman can not work in a job deemed dangerous in the same way as a man,SG.DNG.WORK.DN.EQ,Zimbabwe,ZWE,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1325,A woman can not work in an industrial job in the same way as a man,SG.IND.WORK.EQ,Afghanistan,AFG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1326,A woman can not work in an industrial job in the same way as a man,SG.IND.WORK.EQ,Albania,ALB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1327,A woman can not work in an industrial job in the same way as a man,SG.IND.WORK.EQ,Algeria,DZA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1330,A woman can not work in an industrial job in the same way as a man,SG.IND.WORK.EQ,Angola,AGO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1331,A woman can not work in an industrial job in the same way as a man,SG.IND.WORK.EQ,Antigua and Barbuda,ATG,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1332,A woman can not work in an industrial job in the same way as a man,SG.IND.WORK.EQ,Argentina,ARG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1333,A woman can not work in an industrial job in the same way as a man,SG.IND.WORK.EQ,Armenia,ARM,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1335,A woman can not work in an industrial job in the same way as a man,SG.IND.WORK.EQ,Australia,AUS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1336,A woman can not work in an industrial job in the same way as a man,SG.IND.WORK.EQ,Austria,AUT,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1337,A woman can not work in an industrial job in the same way as a man,SG.IND.WORK.EQ,Azerbaijan,AZE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1338,A woman can not work in an industrial job in the same way as a man,SG.IND.WORK.EQ,"Bahamas, The",BHS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1339,A woman can not work in an industrial job in the same way as a man,SG.IND.WORK.EQ,Bahrain,BHR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1340,A woman can not work in an industrial job in the same way as a man,SG.IND.WORK.EQ,Bangladesh,BGD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1341,A woman can not work in an industrial job in the same way as a man,SG.IND.WORK.EQ,Barbados,BRB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1342,A woman can not work in an industrial job in the same way as a man,SG.IND.WORK.EQ,Belarus,BLR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1343,A woman can not work in an industrial job in the same way as a man,SG.IND.WORK.EQ,Belgium,BEL,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
1344,A woman can not work in an industrial job in the same way as a man,SG.IND.WORK.EQ,Belize,BLZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1345,A woman can not work in an industrial job in the same way as a man,SG.IND.WORK.EQ,Benin,BEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1347,A woman can not work in an industrial job in the same way as a man,SG.IND.WORK.EQ,Bhutan,BTN,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1348,A woman can not work in an industrial job in the same way as a man,SG.IND.WORK.EQ,Bolivia,BOL,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1349,A woman can not work in an industrial job in the same way as a man,SG.IND.WORK.EQ,Bosnia and Herzegovina,BIH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1350,A woman can not work in an industrial job in the same way as a man,SG.IND.WORK.EQ,Botswana,BWA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1351,A woman can not work in an industrial job in the same way as a man,SG.IND.WORK.EQ,Brazil,BRA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1353,A woman can not work in an industrial job in the same way as a man,SG.IND.WORK.EQ,Brunei Darussalam,BRN,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
1354,A woman can not work in an industrial job in the same way as a man,SG.IND.WORK.EQ,Bulgaria,BGR,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
1355,A woman can not work in an industrial job in the same way as a man,SG.IND.WORK.EQ,Burkina Faso,BFA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1356,A woman can not work in an industrial job in the same way as a man,SG.IND.WORK.EQ,Burundi,BDI,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1357,A woman can not work in an industrial job in the same way as a man,SG.IND.WORK.EQ,Cabo Verde,CPV,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1358,A woman can not work in an industrial job in the same way as a man,SG.IND.WORK.EQ,Cambodia,KHM,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1359,A woman can not work in an industrial job in the same way as a man,SG.IND.WORK.EQ,Cameroon,CMR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1360,A woman can not work in an industrial job in the same way as a man,SG.IND.WORK.EQ,Canada,CAN,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1362,A woman can not work in an industrial job in the same way as a man,SG.IND.WORK.EQ,Central African Republic,CAF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1363,A woman can not work in an industrial job in the same way as a man,SG.IND.WORK.EQ,Chad,TCD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1365,A woman can not work in an industrial job in the same way as a man,SG.IND.WORK.EQ,Chile,CHL,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1366,A woman can not work in an industrial job in the same way as a man,SG.IND.WORK.EQ,China,CHN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1367,A woman can not work in an industrial job in the same way as a man,SG.IND.WORK.EQ,Colombia,COL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1368,A woman can not work in an industrial job in the same way as a man,SG.IND.WORK.EQ,Comoros,COM,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1369,A woman can not work in an industrial job in the same way as a man,SG.IND.WORK.EQ,"Congo, Dem. Rep.",COD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
1370,A woman can not work in an industrial job in the same way as a man,SG.IND.WORK.EQ,"Congo, Rep.",COG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1371,A woman can not work in an industrial job in the same way as a man,SG.IND.WORK.EQ,Costa Rica,CRI,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1372,A woman can not work in an industrial job in the same way as a man,SG.IND.WORK.EQ,Cote d'Ivoire,CIV,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1
1373,A woman can not work in an industrial job in the same way as a man,SG.IND.WORK.EQ,Croatia,HRV,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
1376,A woman can not work in an industrial job in the same way as a man,SG.IND.WORK.EQ,Cyprus,CYP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1377,A woman can not work in an industrial job in the same way as a man,SG.IND.WORK.EQ,Czechia,CZE,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
1378,A woman can not work in an industrial job in the same way as a man,SG.IND.WORK.EQ,Denmark,DNK,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1379,A woman can not work in an industrial job in the same way as a man,SG.IND.WORK.EQ,Djibouti,DJI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1380,A woman can not work in an industrial job in the same way as a man,SG.IND.WORK.EQ,Dominica,DMA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1381,A woman can not work in an industrial job in the same way as a man,SG.IND.WORK.EQ,Dominican Republic,DOM,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1382,A woman can not work in an industrial job in the same way as a man,SG.IND.WORK.EQ,Ecuador,ECU,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1383,A woman can not work in an industrial job in the same way as a man,SG.IND.WORK.EQ,"Egypt, Arab Rep.",EGY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1384,A woman can not work in an industrial job in the same way as a man,SG.IND.WORK.EQ,El Salvador,SLV,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1385,A woman can not work in an industrial job in the same way as a man,SG.IND.WORK.EQ,Equatorial Guinea,GNQ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1386,A woman can not work in an industrial job in the same way as a man,SG.IND.WORK.EQ,Eritrea,ERI,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1387,A woman can not work in an industrial job in the same way as a man,SG.IND.WORK.EQ,Estonia,EST,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1388,A woman can not work in an industrial job in the same way as a man,SG.IND.WORK.EQ,Eswatini,SWZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1389,A woman can not work in an industrial job in the same way as a man,SG.IND.WORK.EQ,Ethiopia,ETH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1391,A woman can not work in an industrial job in the same way as a man,SG.IND.WORK.EQ,Fiji,FJI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1392,A woman can not work in an industrial job in the same way as a man,SG.IND.WORK.EQ,Finland,FIN,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1393,A woman can not work in an industrial job in the same way as a man,SG.IND.WORK.EQ,France,FRA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1395,A woman can not work in an industrial job in the same way as a man,SG.IND.WORK.EQ,Gabon,GAB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1396,A woman can not work in an industrial job in the same way as a man,SG.IND.WORK.EQ,"Gambia, The",GMB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1397,A woman can not work in an industrial job in the same way as a man,SG.IND.WORK.EQ,Georgia,GEO,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1398,A woman can not work in an industrial job in the same way as a man,SG.IND.WORK.EQ,Germany,DEU,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1399,A woman can not work in an industrial job in the same way as a man,SG.IND.WORK.EQ,Ghana,GHA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1401,A woman can not work in an industrial job in the same way as a man,SG.IND.WORK.EQ,Greece,GRC,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1403,A woman can not work in an industrial job in the same way as a man,SG.IND.WORK.EQ,Grenada,GRD,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1405,A woman can not work in an industrial job in the same way as a man,SG.IND.WORK.EQ,Guatemala,GTM,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1406,A woman can not work in an industrial job in the same way as a man,SG.IND.WORK.EQ,Guinea,GIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1407,A woman can not work in an industrial job in the same way as a man,SG.IND.WORK.EQ,Guinea-Bissau,GNB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1408,A woman can not work in an industrial job in the same way as a man,SG.IND.WORK.EQ,Guyana,GUY,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1409,A woman can not work in an industrial job in the same way as a man,SG.IND.WORK.EQ,Haiti,HTI,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1410,A woman can not work in an industrial job in the same way as a man,SG.IND.WORK.EQ,Honduras,HND,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1411,A woman can not work in an industrial job in the same way as a man,SG.IND.WORK.EQ,"Hong Kong SAR, China",HKG,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1412,A woman can not work in an industrial job in the same way as a man,SG.IND.WORK.EQ,Hungary,HUN,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1413,A woman can not work in an industrial job in the same way as a man,SG.IND.WORK.EQ,Iceland,ISL,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1414,A woman can not work in an industrial job in the same way as a man,SG.IND.WORK.EQ,India,IND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1415,A woman can not work in an industrial job in the same way as a man,SG.IND.WORK.EQ,Indonesia,IDN,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1416,A woman can not work in an industrial job in the same way as a man,SG.IND.WORK.EQ,"Iran, Islamic Rep.",IRN,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1417,A woman can not work in an industrial job in the same way as a man,SG.IND.WORK.EQ,Iraq,IRQ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1418,A woman can not work in an industrial job in the same way as a man,SG.IND.WORK.EQ,Ireland,IRL,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1420,A woman can not work in an industrial job in the same way as a man,SG.IND.WORK.EQ,Israel,ISR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1421,A woman can not work in an industrial job in the same way as a man,SG.IND.WORK.EQ,Italy,ITA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1422,A woman can not work in an industrial job in the same way as a man,SG.IND.WORK.EQ,Jamaica,JAM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1423,A woman can not work in an industrial job in the same way as a man,SG.IND.WORK.EQ,Japan,JPN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1424,A woman can not work in an industrial job in the same way as a man,SG.IND.WORK.EQ,Jordan,JOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1425,A woman can not work in an industrial job in the same way as a man,SG.IND.WORK.EQ,Kazakhstan,KAZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1426,A woman can not work in an industrial job in the same way as a man,SG.IND.WORK.EQ,Kenya,KEN,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1427,A woman can not work in an industrial job in the same way as a man,SG.IND.WORK.EQ,Kiribati,KIR,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
1429,A woman can not work in an industrial job in the same way as a man,SG.IND.WORK.EQ,"Korea, Rep.",KOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1430,A woman can not work in an industrial job in the same way as a man,SG.IND.WORK.EQ,Kosovo,XKX,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1431,A woman can not work in an industrial job in the same way as a man,SG.IND.WORK.EQ,Kuwait,KWT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1432,A woman can not work in an industrial job in the same way as a man,SG.IND.WORK.EQ,Kyrgyz Republic,KGZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1433,A woman can not work in an industrial job in the same way as a man,SG.IND.WORK.EQ,Lao PDR,LAO,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1434,A woman can not work in an industrial job in the same way as a man,SG.IND.WORK.EQ,Latvia,LVA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1435,A woman can not work in an industrial job in the same way as a man,SG.IND.WORK.EQ,Lebanon,LBN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1436,A woman can not work in an industrial job in the same way as a man,SG.IND.WORK.EQ,Lesotho,LSO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1437,A woman can not work in an industrial job in the same way as a man,SG.IND.WORK.EQ,Liberia,LBR,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1438,A woman can not work in an industrial job in the same way as a man,SG.IND.WORK.EQ,Libya,LBY,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1440,A woman can not work in an industrial job in the same way as a man,SG.IND.WORK.EQ,Lithuania,LTU,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1441,A woman can not work in an industrial job in the same way as a man,SG.IND.WORK.EQ,Luxembourg,LUX,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1443,A woman can not work in an industrial job in the same way as a man,SG.IND.WORK.EQ,Madagascar,MDG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1444,A woman can not work in an industrial job in the same way as a man,SG.IND.WORK.EQ,Malawi,MWI,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1445,A woman can not work in an industrial job in the same way as a man,SG.IND.WORK.EQ,Malaysia,MYS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1446,A woman can not work in an industrial job in the same way as a man,SG.IND.WORK.EQ,Maldives,MDV,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1447,A woman can not work in an industrial job in the same way as a man,SG.IND.WORK.EQ,Mali,MLI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1448,A woman can not work in an industrial job in the same way as a man,SG.IND.WORK.EQ,Malta,MLT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1449,A woman can not work in an industrial job in the same way as a man,SG.IND.WORK.EQ,Marshall Islands,MHL,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1450,A woman can not work in an industrial job in the same way as a man,SG.IND.WORK.EQ,Mauritania,MRT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1451,A woman can not work in an industrial job in the same way as a man,SG.IND.WORK.EQ,Mauritius,MUS,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1452,A woman can not work in an industrial job in the same way as a man,SG.IND.WORK.EQ,Mexico,MEX,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1453,A woman can not work in an industrial job in the same way as a man,SG.IND.WORK.EQ,"Micronesia, Fed. Sts.",FSM,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1454,A woman can not work in an industrial job in the same way as a man,SG.IND.WORK.EQ,Moldova,MDA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
1456,A woman can not work in an industrial job in the same way as a man,SG.IND.WORK.EQ,Mongolia,MNG,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1457,A woman can not work in an industrial job in the same way as a man,SG.IND.WORK.EQ,Montenegro,MNE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
1458,A woman can not work in an industrial job in the same way as a man,SG.IND.WORK.EQ,Morocco,MAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1459,A woman can not work in an industrial job in the same way as a man,SG.IND.WORK.EQ,Mozambique,MOZ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1460,A woman can not work in an industrial job in the same way as a man,SG.IND.WORK.EQ,Myanmar,MMR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1461,A woman can not work in an industrial job in the same way as a man,SG.IND.WORK.EQ,Namibia,NAM,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1463,A woman can not work in an industrial job in the same way as a man,SG.IND.WORK.EQ,Nepal,NPL,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1464,A woman can not work in an industrial job in the same way as a man,SG.IND.WORK.EQ,Netherlands,NLD,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1466,A woman can not work in an industrial job in the same way as a man,SG.IND.WORK.EQ,New Zealand,NZL,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1467,A woman can not work in an industrial job in the same way as a man,SG.IND.WORK.EQ,Nicaragua,NIC,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1468,A woman can not work in an industrial job in the same way as a man,SG.IND.WORK.EQ,Niger,NER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
1469,A woman can not work in an industrial job in the same way as a man,SG.IND.WORK.EQ,Nigeria,NGA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1470,A woman can not work in an industrial job in the same way as a man,SG.IND.WORK.EQ,North Macedonia,MKD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1472,A woman can not work in an industrial job in the same way as a man,SG.IND.WORK.EQ,Norway,NOR,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1473,A woman can not work in an industrial job in the same way as a man,SG.IND.WORK.EQ,Oman,OMN,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1474,A woman can not work in an industrial job in the same way as a man,SG.IND.WORK.EQ,Pakistan,PAK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1475,A woman can not work in an industrial job in the same way as a man,SG.IND.WORK.EQ,Palau,PLW,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1476,A woman can not work in an industrial job in the same way as a man,SG.IND.WORK.EQ,Panama,PAN,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1477,A woman can not work in an industrial job in the same way as a man,SG.IND.WORK.EQ,Papua New Guinea,PNG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1478,A woman can not work in an industrial job in the same way as a man,SG.IND.WORK.EQ,Paraguay,PRY,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1479,A woman can not work in an industrial job in the same way as a man,SG.IND.WORK.EQ,Peru,PER,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1480,A woman can not work in an industrial job in the same way as a man,SG.IND.WORK.EQ,Philippines,PHL,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
1481,A woman can not work in an industrial job in the same way as a man,SG.IND.WORK.EQ,Poland,POL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
1482,A woman can not work in an industrial job in the same way as a man,SG.IND.WORK.EQ,Portugal,PRT,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1483,A woman can not work in an industrial job in the same way as a man,SG.IND.WORK.EQ,Puerto Rico,PRI,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1484,A woman can not work in an industrial job in the same way as a man,SG.IND.WORK.EQ,Qatar,QAT,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1485,A woman can not work in an industrial job in the same way as a man,SG.IND.WORK.EQ,Romania,ROU,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1486,A woman can not work in an industrial job in the same way as a man,SG.IND.WORK.EQ,Russian Federation,RUS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1487,A woman can not work in an industrial job in the same way as a man,SG.IND.WORK.EQ,Rwanda,RWA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1488,A woman can not work in an industrial job in the same way as a man,SG.IND.WORK.EQ,Samoa,WSM,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1489,A woman can not work in an industrial job in the same way as a man,SG.IND.WORK.EQ,San Marino,SMR,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1490,A woman can not work in an industrial job in the same way as a man,SG.IND.WORK.EQ,Sao Tome and Principe,STP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
1491,A woman can not work in an industrial job in the same way as a man,SG.IND.WORK.EQ,Saudi Arabia,SAU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
1492,A woman can not work in an industrial job in the same way as a man,SG.IND.WORK.EQ,Senegal,SEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1493,A woman can not work in an industrial job in the same way as a man,SG.IND.WORK.EQ,Serbia,SRB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1494,A woman can not work in an industrial job in the same way as a man,SG.IND.WORK.EQ,Seychelles,SYC,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1495,A woman can not work in an industrial job in the same way as a man,SG.IND.WORK.EQ,Sierra Leone,SLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1496,A woman can not work in an industrial job in the same way as a man,SG.IND.WORK.EQ,Singapore,SGP,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1498,A woman can not work in an industrial job in the same way as a man,SG.IND.WORK.EQ,Slovak Republic,SVK,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1499,A woman can not work in an industrial job in the same way as a man,SG.IND.WORK.EQ,Slovenia,SVN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500,A woman can not work in an industrial job in the same way as a man,SG.IND.WORK.EQ,Solomon Islands,SLB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1501,A woman can not work in an industrial job in the same way as a man,SG.IND.WORK.EQ,Somalia,SOM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1502,A woman can not work in an industrial job in the same way as a man,SG.IND.WORK.EQ,South Africa,ZAF,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
